level,comment_id,root_comment_id,parent_id,author_mid,author_name,like_count,created_at,created_at_iso,location,message
reply,295251268032,292779609761,292779609761,313276836,很棒很棒的远远远,4,1773310861,2026-03-12T18:21:01+08:00,,挺好的，学术界的目标导向就有问题，一大堆不开源灌水论文
reply,295286958000,292779609761,292779609761,103454531,落递成盒,2,1773332967,2026-03-13T00:29:27+08:00,,工业界？你倒不如说就那几个大厂，其他公司这玩意都用不上
reply,293078282929,292779609761,292779708209,1002922094,Zeta_Zeta_Zeta,1,1773503155,2026-03-14T23:45:55+08:00,,回复 @江峰居士 :听说貌似基本没有做具身智能的老师啊？
reply,293100126465,292779609761,295186932272,14759675,果壳里的球形鸡,0,1773535053,2026-03-15T08:37:33+08:00,,回复 @hiury-茁壮成长 :学术界竞争才大着嘞，只是苦于没钱搞而已。你看看别的领域
reply,293100952353,292779609761,295186932272,14759675,果壳里的球形鸡,3,1773535878,2026-03-15T08:51:18+08:00,,"回复 @hiury-茁壮成长 :这种东西，都是开始露出来能赚钱的苗头了，大公司靠钞能力介入，从高校挖几个人过去，显得功劳全是他的了。甚至一说大模型就有人拿谷歌self attention的文章出来做例子。
1314年那阵学术界在做en-decoder+attention的时候那帮大厂在哪呢，甚至再早的alexnet全是高校做的。
学术界一直走在前边，只是商业化阶段的时候落伍，毕竟没那么多钱。"
reply,293101091185,292779609761,295186932272,14759675,果壳里的球形鸡,0,1773536031,2026-03-15T08:53:51+08:00,,回复 @hiury-茁壮成长 :像量子计算这种东西，前几年开始觉得能赚钱，几个大公司挖团队来做一做，后来短期赚钱不现实基本全裁了，搞半天最后现在还是高校在做。
reply,294361750289,292779609761,292779609761,435506266,宁为风,0,1774636494,2026-03-28T02:34:54+08:00,,那不废话，哪个学校有几十个亿去买显卡？
root,292817878513,292817878513,0,361426186,Seventeen以上,217,1773290332,2026-03-12T12:38:52+08:00,,"[笑哭]我本科一毕业出去社会工作两年就发现了，学校里跟社会是两件事。
比如面试的时候，是需要你用专业知识吹的天花乱坠的，这玩意跟你工资直接挂钩！你面试的时候，恰恰就是要表现出，领导要a，我可以做出b，因为我这个b更好，更省钱，更有效率，更能获得用户欢迎！但实际上你面试进去了，就会发现就是很愚蠢的的，领导要a你就做个a就得了，不需要你有什么前瞻思维，什么开拓的眼界，你把这个产品给我弄出来就好了[笑哭]而且你还不能弄的太快了[doge]给你一个月时间，你最好就刚刚好完成就好了[doge]也别想着“哎呀，我给这个需求加点实用东西吧”，不要，千万不要[doge]所以有句话是“面试造火箭上班拧螺丝”[笑哭]还在读书的同学我建议大学期间，研究生期间，或者说博士生期间，一定不要跟社会脱产去学习，你哪怕赔钱也接几个社会项目做一做（不要接导师的，不要接导师的）"
reply,295227425456,292817878513,292817878513,316604722,Asahiの朝日,1,1773292516,2026-03-12T13:15:16+08:00,,"为什么做a就得了？
为什么要卡线完成？（难道是为了少分配工作）"
reply,295237719568,292817878513,292817878513,1882963947,脚踏实地的怡,0,1773300908,2026-03-12T15:35:08+08:00,,比如什么社会项目呀，不太懂[给心心]
reply,295243015872,292817878513,295227425456,253371431,幹了這杯菜鳥,13,1773305296,2026-03-12T16:48:16+08:00,,回复 @Asahiの朝日 : 我原来的公司是一个软件公司，但做的项目涉及到电气部分，原先的两个电气天天吐槽来不及干，然后又找了两，其中一个是我，原先两个人两天干完一件事儿，和我一起入职的是一个人一天干完一件事儿（固定的工作量），我是处理其他事情，反正是哪里需要去哪里，结果我两全失业了。
reply,295246328832,292817878513,295243015872,316604722,Asahiの朝日,6,1773307612,2026-03-12T17:26:52+08:00,,回复 @幹了這杯菜鳥 :被老资历斩杀了[笑哭]
reply,295295875376,292817878513,295227425456,396486235,冥想的佛头菇,4,1773346372,2026-03-13T04:12:52+08:00,,回复 @Asahiの朝日 :锦上添花，和过早完成，都会让领导觉得你能完成更多的工作，从而能者多劳吧。
reply,292898156225,292817878513,292817878513,427101085,书之岁华s,3,1773368800,2026-03-13T10:26:40+08:00,,导师给你做还有不接这个选项吗[吃瓜]你不接我不接课题组经费哪来，还是说你们课题组导师让你做项目可以推的，那也太人性化了
reply,293068436481,292817878513,295227425456,180243555,ThrTyrLve,0,1773497782,2026-03-14T22:16:22+08:00,,回复 @Asahiの朝日 :钱，钱给不够，就这么简单
reply,293183352417,292817878513,295227425456,23553570,因为格格不入所以,0,1773587214,2026-03-15T23:06:54+08:00,,回复 @Asahiの朝日 :做得多的人会被要求做更多，钱还是一样的
reply,294361709217,292817878513,295227425456,435506266,宁为风,0,1774636270,2026-03-28T02:31:10+08:00,,回复 @Asahiの朝日 :第一领导只让你做A可能有很多顾虑，可能是B只是在你们这里最优但和别的部门完全没法协作，又或者是后期维护成本巨高，这些坑领导站位高能看到但你没经验看不到，真去我行我素最后搞砸了锅扣你头上，但按领导的意思来出了事起码你不是第一受害者
reply,294361843921,292817878513,295227425456,435506266,宁为风,0,1774636386,2026-03-28T02:33:06+08:00,,回复 @Asahiの朝日 :第二卡线完成不太准确，刚进去有余力的话，正确的是70%到80%时间完成，别太早也别太晚，太早等着后面被鞭打快牛太晚领导会怀疑你的能力
root,295194888000,295194888000,0,277263402,歪比YB歪比巴卜,158,1773250632,2026-03-12T01:37:12+08:00,,其实很多人也问我为什么本科就能去字节做RL，因为我transformer刚出的时候就已经在研究这个了，本科也是第[吃瓜]一时间进组，我敢保证99%的CS研究生科研经历没我多
reply,295245602816,295194888000,295194888000,449240527,masjjssn,156,1773307126,2026-03-12T17:18:46+08:00,,吃红利就吃红利吧 大胆承认其实没人骂你的
reply,292838411105,295194888000,295194888000,520139766,狂傲战神666,1,1773307405,2026-03-12T17:23:25+08:00,,前辈，我也是大一进组，准备本科就业。但同时也有些项目的方向，不知道如何平衡。您觉得对于就业而言，项目和科研哪个比较重要呢，还是有其他更重要的事？谢谢！
reply,295249558560,295194888000,295245602816,277263402,歪比YB歪比巴卜,20,1773309770,2026-03-12T18:02:50+08:00,,回复 @masjjssn :是的承认的，因为我从小就喜欢计算机喜欢ai
reply,295249569904,295194888000,292838411105,277263402,歪比YB歪比巴卜,6,1773309789,2026-03-12T18:03:09+08:00,,回复 @狂傲战神666 :项目和科研我觉得都是一个事情[笑哭][笑哭][笑哭]
reply,292841990161,295194888000,295249569904,520139766,狂傲战神666,0,1773309935,2026-03-12T18:05:35+08:00,,回复 @歪比YB歪比巴卜 :确实[笑哭]
reply,292911473937,295194888000,292838411105,450563789,星影入清河,9,1773378920,2026-03-13T13:15:20+08:00,,"回复 @狂傲战神666 :做项目（自己找的也好，导师找的也好），也可以做算法项目，然后就可以去找实习了。感觉网上把算法实习都妖魔化了，多投中小厂等，还是可以本科算法的。别学一些人整天担心学历不够bar很高之类的，不投怎么知道，我目前投下来就快手、阿里云会直接拒面。
目前我周围基本都是自己用ai学做算法项目（非清北c9等名校），优秀的能拿到大厂实习，一般点的也能拿到中厂的"
reply,292932105681,295194888000,295194888000,3461579462936872,英国大龙虾,0,1773395289,2026-03-13T17:48:09+08:00,,真正垂直对口的科研本来就很少啊，滞后性
reply,292989497377,295194888000,295245602816,17358854,全满棒湿巾,11,1773448147,2026-03-14T08:29:07+08:00,,回复 @masjjssn : ？人家是跟随着兴趣和好奇心学习，在transformer还没火的时候就开始研究了。我寻思说的没毛病啊？我不觉得他有藏着掖着些什么，你让别人大胆承认是想干啥？你为啥觉得他扭扭捏捏的？
reply,295421959520,295194888000,292989497377,449240527,masjjssn,4,1773459377,2026-03-14T11:36:17+08:00,,回复 @努力努力再努力的xxx :你但凡晚学几年 你本科还能入行吗？ 非要强调自己本科学历进字节？   十年前大专也能进互联网大厂怎么不说？吃时代红利就吃时代红利吧
reply,293310561441,295194888000,295194888000,1879174,树下阿黄真惬意,1,1773720121,2026-03-17T12:02:01+08:00,,拿到人才计划了吗
reply,295780115744,295194888000,292989497377,385806705,石石是砳,1,1773738312,2026-03-17T17:05:12+08:00,,回复 @努力努力再努力的xxx :因为一句吃红利就可以忽略别人学习上的努力[吃瓜]
reply,295831315776,295194888000,295194888000,668785500,账号已注销_114514,3,1773770373,2026-03-18T01:59:33+08:00,,不就是毕业的早吗😂😂
reply,295831355200,295194888000,295831315776,277263402,歪比YB歪比巴卜,1,1773770495,2026-03-18T02:01:35+08:00,,回复 @账号已注销_114514 :是啊[笑哭][笑哭][笑哭]但是视频里的观点就比较emmm，就有一种本科非top学校就不配做算法的感觉……
reply,295831259552,295194888000,293310561441,277263402,歪比YB歪比巴卜,0,1773770512,2026-03-18T02:01:52+08:00,,回复 @树下阿黄真惬意 :有，但具体哪家保密哈
reply,293394164417,295194888000,295831259552,1879174,树下阿黄真惬意,0,1773797562,2026-03-18T09:32:42+08:00,,回复 @歪比YB歪比巴卜 :不错，我也想去面面ant
reply,295897280608,295194888000,295194888000,2042113,JunyaoHu,0,1773833971,2026-03-18T19:39:31+08:00,,刚想转给你发现你已经看了笑死
reply,295897361520,295194888000,295897280608,277263402,歪比YB歪比巴卜,0,1773834048,2026-03-18T19:40:48+08:00,,回复 @JunyaoHu :[笑哭][笑哭][笑哭]
reply,296508807776,295194888000,295194888000,296933225,ftgo121642,1,1774329671,2026-03-24T13:21:11+08:00,,Transformer出之前能坚持下来也是真爱，CNN RNN时代一眼就看到头
reply,296532206560,295194888000,295194888000,1980018,太阳真的菜,0,1774347493,2026-03-24T18:18:13+08:00,,竟然是歪比大佬[惊讶]
reply,296552760400,295194888000,296532206560,277263402,歪比YB歪比巴卜,1,1774359546,2026-03-24T21:39:06+08:00,,回复 @太阳真的菜 :这也能碰到[笑哭][笑哭][笑哭]
root,295219558640,295219558640,0,32333940,哆啦A梦一Doraemon,114,1773287485,2026-03-12T11:51:25+08:00,,"想要什么，和被告知应该怎么走，很多时候根本不是一回事。学校里的成绩、学历、论文、title，当然有用，但很多时候更像筛选时的代理指标，不等于真正做事的能力。尤其在 AI 这种变化太快的行业里，越往后拖，越容易发现自己卷了很多东西，却离真实问题越来越远。
但我觉得这段讨论最有价值的是提醒大家别拿上一波人的成功样本，当成今天还能稳定复刻的路线。现在头部资源、实验室、导师、核心岗位都越来越集中，机会确实比前些年更少了，窗口也更短了。很多人不是不努力，只是还没进到高质量反馈的环境里，行业就已经往前走了一大截。
大学生还是得尽早想清楚自己到底想换什么：是想要更高的研究天花板，还是想早点进真实场景里积累判断和产出。选哪条路都可以，但最怕的是一直拿别人给的路径当答案，最后把最宝贵的几年耗在一种看起来很正确、回头却发现并不适合自己的生活里。"
reply,295223905360,295219558640,295219558640,303567340,这不是流星,5,1773290251,2026-03-12T12:37:31+08:00,,说得非常在理，但是看不懂的人理解不了，能看懂的人不敢做选择，真的看命做选择
reply,292819448385,295219558640,295219558640,49797772,比奇堡的收银台,1,1773291343,2026-03-12T12:55:43+08:00,,说的真好，我现在大四快毕业了也还是没想清楚自己要干什么，一直处于迷茫状态，工作也没找到[大哭]
reply,295412568032,295219558640,295219558640,1701148703,兑杯牛奶,5,1773453024,2026-03-14T09:50:24+08:00,,AI 直博一年级，在大厂LLM算法岗待了半年，深有同感，现在很犹豫要不要继续读博，想多学一些专业知识，但是又担心浪费时间还跟不上潮流（本人工科转码，感觉基础不扎实，慌～
reply,295835918800,295219558640,295412568032,4939030,Jabberwockeeeey,0,1773781938,2026-03-18T05:12:18+08:00,,回复 @兑杯牛奶 :看学校哪吧，现在一般业界比学术界厉害多了
reply,296122692144,295219558640,295835918800,1701148703,兑杯牛奶,0,1774018727,2026-03-20T22:58:47+08:00,,回复 @Jabberwockeeeey :港三
reply,293854854593,295219558640,295412568032,3546905921457093,_hide-0n-bush_,0,1774182120,2026-03-22T20:22:00+08:00,,回复 @兑杯牛奶 : 大佬，我暑假要去新二，能请教一下您是怎样进的大厂吗？
reply,296517458752,295219558640,293854854593,1701148703,兑杯牛奶,0,1774336509,2026-03-24T15:15:09+08:00,,回复 @_hide-0n-bush_ : 看看能不能内推进比较match的组
root,292773556241,292773556241,0,366814581,高捷想当黑帮大佬,28,1773237327,2026-03-11T21:55:27+08:00,,你能搞钱企业就喜欢你
reply,292774324945,292773556241,292773556241,457158475,沈枯燥在搞教育,12,1773237718,2026-03-11T22:01:58+08:00,,学校其实也一样[墨镜]
reply,295196764144,292773556241,292774324945,472215947,明栀珩_,3,1773253603,2026-03-12T02:26:43+08:00,,"回复 @沈枯燥在搞教育 :老师也一样[吃瓜]，我替老师招保研，明确需求。
英语，论文，技术。
其他的都不在乎[喜欢]"
root,292777538561,292777538561,0,500799994,taoamoy_tbz,27,1773239715,2026-03-11T22:35:15+08:00,,双非本的话，真要走算法或者AI只能考研了，这位同学不也说了学历会让简历不被初筛么，我们一看学校直接简历扔了没有下一步了[笑哭]
reply,292777927841,292777538561,292777538561,457158475,沈枯燥在搞教育,7,1773239978,2026-03-11T22:39:38+08:00,,不止要准备考研哈，同时指路20:37
reply,295189596096,292777538561,292777538561,89801508,戏川,0,1773245811,2026-03-12T00:16:51+08:00,,南科✌️也有不认识的吗
reply,292787032289,292777538561,292777538561,397667277,出ap的加里奥,0,1773246376,2026-03-12T00:26:16+08:00,,想多了，nike大厂业务算法随便投
reply,292816690161,292777538561,292787032289,3546952444676551,整蛊工程队,0,1773289612,2026-03-12T12:26:52+08:00,,回复 @出ap的加里奥 :你去了没？
reply,295222869232,292777538561,292787032289,378996535,逗lllkshadow,2,1773289654,2026-03-12T12:27:34+08:00,,回复 @出ap的加里奥 :9本都做不到随便投
reply,292822402961,292777538561,292816690161,397667277,出ap的加里奥,0,1773293434,2026-03-12T13:30:34+08:00,,回复 @整蛊工程队 :要不给你个内推码？
reply,292822439489,292777538561,295222869232,397667277,出ap的加里奥,0,1773293517,2026-03-12T13:31:57+08:00,,回复 @逗lllkshadow :“随便投”指绝对不会被卡简历
reply,295245340752,292777538561,292822402961,449240527,masjjssn,0,1773307056,2026-03-12T17:17:36+08:00,,回复 @出ap的加里奥 : 你倒是给啊  帮帮大家也不错 你还能拿内推奖励
root,292774417729,292774417729,0,383608794,叫我橘子就好a,27,1773237813,2026-03-11T22:03:33+08:00,,我以后可能大专或者职业本科也能学几个月走算法岗吗[doge]字节好像不招吧[doge]看来只能曲线救国了
reply,292774558609,292774417729,292774417729,457158475,沈枯燥在搞教育,7,1773237981,2026-03-11T22:06:21+08:00,,指路04:10
reply,292776174881,292774417729,292774558609,383608794,叫我橘子就好a,1,1773238862,2026-03-11T22:21:02+08:00,,回复 @沈枯燥在搞教育 :看完了[doge]了解
reply,292776740353,292774417729,292776174881,457158475,沈枯燥在搞教育,0,1773239241,2026-03-11T22:27:21+08:00,,回复 @叫我橘子就好a : 虽然但是，同时也指路20:35
reply,295183444288,292774417729,292778448129,237586631,小绫波还想再躺一下,1,1773241575,2026-03-11T23:06:15+08:00,,回复 @Enen-Uelia : 我认为你说的整体上没啥问题，未来可能只有全栈工程师/行业专家/产品经理，后两者如果卷不动的情况下，更做一些对人的工作是容易出头的一条道路
reply,295183384960,292774417729,295183444288,237586631,小绫波还想再躺一下,0,1773241592,2026-03-11T23:06:32+08:00,,回复 @小绫波还想再躺一下 : 前两者
reply,295186360816,292774417729,292778448129,395668523,ZEong_,2,1773243496,2026-03-11T23:38:16+08:00,,回复 @Enen-Uelia :我感觉说的很有道理啊，我个人是觉得现在和未来，能发现需求、实现商业闭环的能力才是最重要的，技术岗位会越来越变成只有极少数大佬才能进的地方，也许产品经理和研发的岗位职责会深度融合，又或者两者生态位会颠倒，研发变成卷学历卷履历的重灾区，产品、运营一类岗位需求增长，反而变得更大众化。但现在公司的招聘逻辑还是滞后的，比如开发岗位依旧在考察项目技术亮点、算法题、八股文这类在ai时代越来越不值钱的东西，个人感觉现在的学生如果有时间，与其那么早就盲目投入到传统路径依赖的内卷当中，不如多探索自己独立从挖掘需求到最终实现商业闭环的可能性，打造差异化亮点。当然，这对当下处在变革的迷雾中的大学生是个很大的考验，赌赢了说不定真能成为未来最吃香的人才，赌输了有可能一事无成
reply,295187704960,292774417729,295186360816,237586631,小绫波还想再躺一下,6,1773244319,2026-03-11T23:51:59+08:00,,回复 @ZEong_ : 视频本人，我至少在现在不太认为大学生应该卷商业闭环（应该学习，但不能作为就业手段）之类，因为我身边真有一个原先做开发很厉害后面致力于在做商业闭环的哥们的例子（C9本+大厂实习+竞赛之类），秋招时候就是会被狠狠地怼。卷商业闭环的逻辑就应该是去创业而不是打工，而国内的创业氛围和支持确实没有说硅谷那么好。
reply,295187766480,292774417729,295187704960,237586631,小绫波还想再躺一下,1,1773244398,2026-03-11T23:53:18+08:00,,回复 @小绫波还想再躺一下 : 或者就是说，至少在现在的招聘逻辑中，技术岗和产品岗分立是比较鲜明的，可能未来5年会改变，但谁也说不准，临近秋招的技术岗还是优先在技术上做出差异
reply,295189382928,292774417729,295187704960,395668523,ZEong_,4,1773245569,2026-03-12T00:12:49+08:00,,回复 @小绫波还想再躺一下 :是这样的，所以我说的是有时间有条件的可以尝试学习一下，试错成本可控，肯定不能完全作为就业手段去搞，只比较适合那些在传统路径上已经难以卷出什么决定性成果的群体，我的评论其实说的也不准确，不能叫商业闭环，那完全是创业的路子了，更准确的应该叫技术和业务的复合思维复合能力吧
reply,295189545712,292774417729,295187704960,314147823,Wegt-meoh,0,1773245690,2026-03-12T00:14:50+08:00,,回复 @小绫波还想再躺一下 : 还真是，卷商业眼光真不如自己创业去
reply,295194448368,292774417729,292774417729,434742150,冈易严选,0,1773250206,2026-03-12T01:30:06+08:00,,有点搞笑了
reply,295194309712,292774417729,292774417729,277263402,歪比YB歪比巴卜,3,1773250270,2026-03-12T01:31:10+08:00,,嘿嘿211本，字节大模型算法在此！[doge]
reply,292797211009,292774417729,295194309712,383608794,叫我橘子就好a,0,1773267556,2026-03-12T06:19:16+08:00,,回复 @歪比YB歪比巴卜 :厉害厉害[doge]
reply,295217185824,292774417729,295194309712,3546756717480004,666ovo666123,0,1773285840,2026-03-12T11:24:00+08:00,,回复 @歪比YB歪比巴卜 :怎么做到的[doge]
reply,292816056209,292774417729,295187704960,234925485,一拳把你揍扁扁,0,1773289190,2026-03-12T12:19:50+08:00,,回复 @小绫波还想再躺一下 :想屁，你只会遇到和你一样想屁的人然后一起想屁[doge]
reply,292817968161,292774417729,292774417729,361426186,Seventeen以上,0,1773290446,2026-03-12T12:40:46+08:00,,不要大专或者职业本科！你去考全日制的专升本！全日制！全日制！再读三年出来就是本科！现在很多企业你技术再牛他学历卡你，你根本投不了，升一个专升本，你哪怕以后考公务员，事业编也行！诚恳的建议！
reply,292819410049,292774417729,292778448129,175677276,蒜泥不要姜,0,1773291431,2026-03-12T12:57:11+08:00,,回复 @Enen-Uelia :但是现在招后端这些比较多呀[笑哭]国内市场确实还在慢慢变吧
reply,292836507377,292774417729,292817968161,383608794,叫我橘子就好a,0,1773305962,2026-03-12T16:59:22+08:00,,回复 @Seventeen以上 :我们这边职业本科可比二本高不少
reply,292836595505,292774417729,292817968161,383608794,叫我橘子就好a,0,1773305981,2026-03-12T16:59:41+08:00,,而且专升本第一学历是大专
root,292903928641,292903928641,0,8909076,树猫和树猫,29,1773373641,2026-03-13T11:47:21+08:00,,真正杀入市场前线才知道被打工思维害惨了
reply,292903956321,292903928641,292903928641,457158475,沈枯燥在搞教育,1,1773373706,2026-03-13T11:48:26+08:00,,哈哈哈哈哈哈哈哈哈
root,292830497425,292830497425,0,438016799,CharlieDreemur,71,1773300687,2026-03-12T15:31:27+08:00,,本科生拿人才计划上岸确实很有难度吧，我目前大四，五段实习经历（包括一段大厂研究岗实习），2个一作在投+4个n作，agent方向，但我觉得我离人才计划的bar还太远，我认识到能拿人才计划的一般都是硕博(5a+)为主，现在大厂也不看数量了，3a5a没啥意义，需要有代表作，代表作这东西除非你taste确实很到位+运气好+资源够+方向match，不读phd沉淀几年也难出。我感觉我就是那种不得不去读个硕博的人，不然连入场的门槛都够不着
reply,292831537089,292830497425,292830497425,2128739353,我是刘TUTU,1,1773301676,2026-03-12T15:47:56+08:00,,[惊讶][惊讶]
reply,295246468448,292830497425,292830497425,237586631,小绫波还想再躺一下,7,1773307728,2026-03-12T17:28:48+08:00,,我觉得你对这方面的bar有一点高估，人才也分大小，小人才还是有机会的，我bg差不多，但能面到人才的实习，至于秋招那我不好说
reply,295246526192,292830497425,292830497425,237586631,小绫波还想再躺一下,2,1773307838,2026-03-12T17:30:38+08:00,,另一方面是我认为现在的agent track没啥好沉淀的......这玩意学界做得基本都没意义，不沉淀到模型能力上非常空中楼阁，我之前也做了很多agent track，体感如此
reply,295254549664,292830497425,292830497425,1938268431,woshinc,1,1773312923,2026-03-12T18:55:23+08:00,,吓哭了
reply,292854139441,292830497425,295246526192,552018460,ManCity16,0,1773317865,2026-03-12T20:17:45+08:00,,回复 @小绫波还想再躺一下 : 大佬，抱歉打扰，个人规划方面诚恳求助，私信你了，希望可以给一些建议[爱心]
reply,295292256576,292830497425,292830497425,474396214,_零雾,0,1773338253,2026-03-13T01:57:33+08:00,,🇺🇸读本科? 美✌🏻就是不一样
reply,293095300833,292830497425,295246468448,438016799,CharlieDreemur,0,1773526525,2026-03-15T06:15:25+08:00,,回复 @小绫波还想再躺一下 : 小人才实习可能还好，如果想去基座组实习的话，非常难啊，我认识很多北美phd+3a的都在找，求/基座内推啥的
reply,293095304929,292830497425,295246526192,438016799,CharlieDreemur,0,1773526554,2026-03-15T06:15:54+08:00,,回复 @小绫波还想再躺一下 : 不过大佬我也想向你请教一下
